date,temperature,dew_point,humidity,wind_speed,wind_gust,pressure,precipitation
2020-04-12,14.6,11.6,78.0,8.8,9.4,1011.5988582715038,2.290168605133634
2020-04-13,14.6,11.0,83.0,3.2,8.6,1009.5316715471538,1.9090499221697663
2020-04-14,15.8,14.2,84.2,6.2,5.4,1016.0272800444876,2.966807901562427
2020-04-15,16.0,10.6,77.8,7.0,11.2,1014.9240633408865,1.8980178753632377
2020-04-16,17.6,9.4,75.4,3.2,6.2,1012.1249920532555,2.3272514632168764
2020-04-17,13.6,9.4,78.0,2.4,9.6,1010.1088886763573,1.9889409667829294
2020-04-18,17.4,11.6,78.0,3.8,5.8,1011.6464888492807,3.5956269465129367
2020-04-19,11.4,15.4,76.4,8.4,8.8,1014.2942701854485,2.856788297044271
2020-04-20,19.4,11.0,73.4,5.8,6.4,1012.2930946135937,2.5555117949380883
2020-04-21,16.0,12.8,83.8,5.8,6.2,1013.7510589904832,2.3751532389671204
2020-04-22,17.0,11.4,74.6,3.4,11.2,1009.3329121094794,1.4233522567151724
2020-04-23,16.8,12.0,74.6,5.6,11.0,1014.4288672775274,3.02969526768145
2020-04-24,13.8,14.0,77.6,5.4,7.4,1014.8249176531324,1.5759888794325603
2020-04-25,17.4,10.8,68.4,7.8,3.6,1011.8568002239633,3.518192497665109
2020-04-26,20.4,12.0,73.4,4.2,8.0,1014.1029346485308,2.796047491891658
2020-04-27,13.4,11.0,75.0,3.2,8.4,1016.0336473139372,2.312529906495608
2020-04-28,15.4,13.8,74.4,4.4,8.6,1014.7171443776297,2.085890463548641
2020-04-29,15.6,16.4,70.6,3.2,8.4,1015.6429789834723,2.3405719100911506
2020-04-30,16.4,9.0,74.0,3.8,8.2,1017.0551985762565,1.2915523634000685
2020-05-01,10.2,12.8,72.2,5.0,6.4,1010.1662102319908,1.9399590068242882
2020-05-02,16.0,14.6,74.2,5.8,8.0,1013.4714347005953,2.238034556760592
2020-05-03,17.0,12.2,77.6,6.8,4.2,1014.852787053065,1.6141907716334267
2020-05-04,15.6,17.2,71.6,3.8,8.0,1014.3193771682824,2.870730423105985
2020-05-05,16.2,7.4,72.0,3.4,10.4,1011.9581864487649,1.5647510773504245
2020-05-06,17.2,13.6,67.6,4.6,8.6,1012.2930413313801,3.2953331069802574
2020-05-07,17.6,13.0,81.8,6.4,8.8,1015.2057749700095,3.1088467456373605
2020-05-08,20.6,11.2,78.8,5.4,10.6,1009.9272140437319,3.3014429436075403
2020-05-09,14.6,9.0,73.6,6.6,7.8,1010.0137566037432,2.3296104808161298
2020-05-10,15.6,10.4,79.8,5.4,3.2,1012.9765449598729,2.6330991886067765
2020-05-11,16.8,8.4,76.2,5.6,5.4,1016.2361507869903,3.560059710753413
2020-05-12,21.2,11.4,72.0,2.4,6.6,1014.3426207186112,2.597840803745391
2020-05-13,13.6,11.2,74.8,5.2,7.6,1018.7725176222814,3.0082160273566076
2020-05-14,15.2,12.8,78.4,1.8,6.2,1014.9592303428241,3.386448298978446
2020-05-15,18.2,11.4,75.2,4.8,11.2,1012.5204725803894,2.5862916838820174
2020-05-16,19.8,14.0,67.6,6.2,5.0,1016.2160975669228,2.727048556116954
2020-05-17,14.0,7.2,67.6,5.0,5.0,1014.7799658264576,1.6221394794414654
2020-05-18,17.2,14.4,78.6,6.8,9.2,1011.9838633265347,2.2875527610735644
2020-05-19,17.8,11.8,68.6,3.6,6.4,1009.7129521384857,2.360020346403337
2020-05-20,16.8,12.6,79.0,4.0,6.0,1015.2694565909198,2.9674221654198987
2020-05-21,15.6,13.8,80.0,3.4,6.4,1009.6049297874067,2.2673149851052563
2020-05-22,15.6,12.0,72.2,4.0,7.2,1015.9791582533229,2.295100348685012
2020-05-23,15.6,12.8,76.4,6.8,9.0,1013.0538721848213,4.11999339992217
2020-05-24,16.2,13.4,72.6,5.0,6.4,1012.6530588875008,2.81240866991619
2020-05-25,14.4,11.8,66.0,3.4,5.4,1010.5822218626843,2.6423446841222167
2020-05-26,15.6,11.8,83.2,5.4,3.4,1015.3819604884727,2.321133747441827
2020-05-27,19.6,10.2,74.0,4.4,7.0,1009.3789854302847,2.7420156191856293
2020-05-28,19.4,12.0,76.6,6.0,8.2,1010.069448546585,3.959571873145015
2020-05-29,18.0,9.0,80.2,4.2,6.4,1014.1837417086039,1.8093914993763547
2020-05-30,18.2,12.6,79.0,5.8,9.0,1011.6334718327271,2.527936747806232
2020-05-31,13.0,15.0,77.2,6.6,7.8,1011.5059729818917,1.9926852845965464
2020-06-01,17.6,12.8,71.0,5.6,5.4,1012.7712749212048,2.2154070751764103
2020-06-02,11.0,10.6,70.2,6.6,10.0,1014.6594534198919,3.3517912797997504
2020-06-03,12.4,15.0,69.8,5.6,8.6,1013.0998402856827,3.9159270383757727
2020-06-04,18.8,15.0,78.6,8.0,6.2,1009.7185395164961,3.6509072815184895
2020-06-05,14.6,10.8,74.8,4.2,6.8,1016.7113234015503,2.8583290156385126
2020-06-06,12.2,15.2,73.2,2.6,6.4,1015.9917539641392,3.2194085838596975
2020-06-07,14.8,11.8,78.2,4.8,10.4,1009.1372757018753,2.3672204733639823
2020-06-08,18.2,12.4,72.2,4.6,3.0,1015.1389902259045,2.622161503665071
2020-06-09,15.0,10.4,69.6,4.6,6.8,1011.7496789405143,2.28030518067971
2020-06-10,19.2,13.8,65.0,5.6,7.8,1016.2416137668866,3.403950654660701
2020-06-11,16.8,11.8,79.0,4.0,7.6,1009.7880616761107,0.8745216572152508
2020-06-12,16.8,12.2,69.0,8.4,7.2,1014.5879395059306,1.5607493715070624
2020-06-13,19.0,11.2,67.6,5.6,5.6,1011.3963223676753,2.343252819612922
2020-06-14,16.8,10.6,76.4,8.2,10.8,1014.1712378776874,2.2743503008525856
2020-06-15,16.6,12.6,72.4,4.2,5.2,1008.2854639180092,2.5008567370858996
2020-06-16,18.8,14.4,77.2,4.6,8.6,1010.1451827814071,2.7532089424631394
2020-06-17,14.0,13.8,75.6,3.0,4.0,1015.2604488353684,1.4140137527092378
2020-06-18,20.4,11.6,72.2,1.6,8.6,1013.4519971002088,2.99221833975947
2020-06-19,16.0,8.8,73.4,5.4,7.8,1009.5228733266661,3.3452464923887932
2020-06-20,19.6,11.8,71.4,3.4,6.6,1010.315611950389,2.905400709926569
2020-06-21,15.6,11.4,78.8,5.8,6.4,1008.100171703248,2.1410210552478035
2020-06-22,17.0,15.8,72.6,5.6,5.2,1010.3455207186473,2.2391992850191134
2020-06-23,17.4,12.2,72.0,4.0,9.2,1013.55881090356,2.272395276736001
2020-06-24,18.8,15.2,71.8,4.8,8.8,1011.7559576030333,2.39770912659208
2020-06-25,20.8,12.6,75.2,5.2,7.6,1011.4154292912644,3.030506040985249
2020-06-26,19.8,17.4,70.2,8.8,6.2,1015.7571273119796,3.6901854521334947
2020-06-27,15.2,14.8,74.8,3.6,8.6,1010.3088537300571,2.707905216330792
2020-06-28,17.8,15.6,71.0,6.2,6.4,1012.8310846971046,3.0423303811922473
2020-06-29,15.2,12.6,75.0,6.4,10.4,1010.9293530884361,2.8418693085326194
2020-06-30,16.6,11.0,87.6,3.4,8.6,1011.8082962598494,3.3786763942319924
2020-07-01,17.0,14.0,76.4,5.0,6.4,1011.4799888792088,3.2829866779196153
2020-07-02,16.2,11.0,79.4,6.0,5.6,1012.2473840091686,3.3857189961988654
2020-07-03,15.8,14.6,78.6,4.8,7.8,1009.8310001155365,2.7485210674091007
2020-07-04,18.6,12.2,77.0,5.2,10.8,1012.3947090420439,3.1208442695171588
2020-07-05,15.2,13.8,73.8,6.0,9.4,1006.5525080115149,1.3555882023817467
2020-07-06,16.4,16.6,76.4,4.2,10.0,1017.1493456264749,2.726218160252519
2020-07-07,15.8,14.0,78.6,7.0,6.6,1015.6200042506409,2.556844120578661
2020-07-08,13.4,15.2,75.2,4.2,7.0,1011.212443928834,2.8062067001687216
2020-07-09,17.4,10.0,75.4,6.4,7.6,1010.8058443011496,1.4602310896733264
2020-07-10,16.4,11.6,74.8,6.0,9.4,1013.1367746042422,2.5859665401598617
2020-07-11,17.2,13.4,80.0,5.6,7.4,1011.2066750387057,2.2535287841757494
2020-07-12,20.0,10.8,73.6,1.6,9.6,1009.2311489915107,1.2842908380921563
2020-07-13,14.8,9.6,77.4,4.2,7.2,1014.3945710208105,1.9605338446007927
2020-07-14,17.2,12.6,78.6,6.0,2.8,1007.1328715210533,1.881734686248293
2020-07-15,13.8,14.6,73.4,6.8,9.6,1014.2807808214244,2.4308783723666085
2020-07-16,12.0,15.4,76.4,6.8,7.4,1013.3239332137824,2.3137024371763237
2020-07-17,16.6,8.2,82.2,5.0,5.4,1012.1990355157974,3.410760064032787
2020-07-18,12.8,10.4,70.0,3.0,7.8,1008.121281266064,2.797382206293166
2020-07-19,14.6,12.6,76.8,6.8,10.2,1015.6955204193115,2.63916013170208
2020-07-20,16.0,13.8,74.6,8.4,7.4,1011.7941178590538,2.287202410976545
2020-07-21,18.0,14.8,74.0,4.4,9.0,1007.9276905597724,3.083411808482942
2020-07-22,20.2,8.2,69.0,6.8,6.8,1012.6131020815153,3.737051099761893
2020-07-23,13.8,11.6,80.2,6.4,9.2,1013.411135775617,2.306100976285797
2020-07-24,16.8,7.2,76.2,8.2,6.4,1010.3953657852784,3.1971861667335117
2020-07-25,15.6,13.6,75.6,4.2,7.0,1006.1108545448476,3.702794207183225
2020-07-26,16.6,10.6,74.8,4.6,8.8,1011.2932955553872,2.4316554992728676
2020-07-27,15.0,13.2,76.6,4.6,7.0,1010.7793150722407,2.2183031249744958
2020-07-28,19.6,13.2,76.4,3.8,7.6,1011.5547529839162,2.075556940368152
2020-07-29,17.4,14.2,73.0,6.2,9.8,1010.0714509529926,2.1214041550658544
2020-07-30,15.6,13.8,75.0,3.6,6.0,1006.3705465576119,2.2770365275258655
2020-07-31,11.4,14.4,73.8,7.0,8.8,1014.619932660785,2.5886930627556515
2020-08-01,20.8,10.0,71.2,5.2,10.2,1007.8749521534794,1.8234874519505264
2020-08-02,15.6,15.0,74.6,4.0,12.2,1012.9758544440863,3.3941961945631576
2020-08-03,12.4,14.6,74.2,3.2,4.0,1013.604297553368,3.2280123828981893
2020-08-04,15.0,13.2,74.6,6.6,5.6,1012.8382919884459,2.9867385338560632
2020-08-05,16.0,13.0,73.6,3.6,8.8,1011.2459008562524,2.2561852121416064
2020-08-06,13.0,10.6,74.6,6.2,12.8,1012.9056433917398,1.3796058645993468
2020-08-07,14.6,9.4,75.8,5.0,9.0,1015.7672855896811,3.7011732920286917
2020-08-08,21.2,12.0,79.2,4.6,7.4,1014.1852553213661,2.7986699580847496
2020-08-09,15.6,11.2,77.6,3.4,9.4,1013.073616537869,2.0933258910380608
2020-08-10,16.6,12.6,78.6,7.6,5.6,1010.1666740849357,1.4761052082439279
2020-08-11,18.2,15.2,75.4,5.2,8.2,1015.065112904879,3.2628616961594403
2020-08-12,17.2,16.2,68.8,3.2,7.0,1014.979014435605,2.170197911221661
2020-08-13,15.8,15.2,81.2,8.2,4.8,1011.1319396233324,2.277932650164194
2020-08-14,16.0,14.6,73.0,4.4,8.4,1010.8100492484439,3.3946488055494144
2020-08-15,21.0,14.8,74.2,3.2,4.2,1013.2290531075462,1.4706675939897456
2020-08-16,16.0,13.4,76.8,5.0,10.0,1013.4394073489653,2.1303990169443927
2020-08-17,17.6,14.0,78.4,7.2,5.4,1013.5241008197447,2.043318655895038
2020-08-18,20.8,13.0,73.8,6.2,8.8,1014.6234206973377,1.5532036268957932
2020-08-19,15.6,13.2,73.2,6.0,11.0,1013.6653462651624,2.7038306657305986
2020-08-20,14.0,10.6,79.2,8.2,10.0,1012.4383602959273,1.9559653172587388
2020-08-21,15.8,13.4,66.8,5.6,11.2,1013.8270347009577,2.204972697763133
2020-08-22,14.8,12.6,81.8,4.0,9.0,1015.0154279179878,2.435583198925872
2020-08-23,16.0,9.8,69.8,5.4,10.0,1013.2537270432989,2.4180259427259783
2020-08-24,20.6,12.2,69.0,2.8,7.8,1009.6349478274426,2.5349975722426072
2020-08-25,19.0,13.2,78.6,5.0,8.4,1012.3804690049183,3.6174150751753693
2020-08-26,19.2,13.6,70.0,2.2,7.0,1013.3282950836505,3.2196315872665835
2020-08-27,17.8,9.8,71.4,4.4,9.6,1009.3295950824624,2.882870632304903
2020-08-28,18.2,13.2,74.0,5.2,8.8,1011.7325275736839,2.8865272413450778
2020-08-29,15.4,12.6,65.6,6.4,3.4,1013.95993100803,3.518596683275111
2020-08-30,16.6,7.8,73.8,5.2,5.2,1011.0606633409883,2.6321312299935005
2020-08-31,12.6,12.6,76.2,4.8,8.4,1017.7906241634897,1.9198845509723252
2020-09-01,15.6,14.8,75.2,4.2,9.0,1012.9439496446352,2.1628326145188486
2020-09-02,16.6,12.0,67.6,5.0,7.6,1014.5840171319948,3.592351958156845
2020-09-03,13.4,11.8,77.6,3.2,9.6,1014.5417314033741,2.7022113941569748
2020-09-04,17.6,10.6,67.4,6.4,11.2,1015.4001203667789,2.845399972748105
2020-09-05,14.6,15.4,81.6,4.8,6.8,1009.5261269998634,2.9505791127082466
2020-09-06,17.4,10.6,73.4,5.4,9.6,1012.4316965777238,3.280054021337109
2020-09-07,16.6,13.6,70.6,4.8,9.8,1007.3759404044667,1.6380040877826691
2020-09-08,19.0,12.2,71.2,4.6,6.6,1008.8665480181965,3.632494564976844
2020-09-09,14.6,10.6,73.6,5.0,8.6,1016.6871875620138,2.2934220384079085
2020-09-10,19.4,12.6,70.8,3.8,10.2,1014.5344524493248,2.168298377420061
2020-09-11,19.2,11.8,84.8,2.8,6.0,1018.6469282692494,2.286577621387807
2020-09-12,15.8,12.8,72.6,4.6,10.0,1011.7676914625812,2.856480159841312
2020-09-13,13.2,8.8,80.2,6.2,5.2,1011.8240338574855,1.4455222188237211
2020-09-14,17.0,16.4,69.0,5.8,10.6,1013.2631651439627,1.893606746557305
2020-09-15,21.8,14.0,76.6,6.2,4.4,1011.6298158386908,1.8141402167228393
2020-09-16,15.2,11.8,77.8,7.0,8.4,1016.7058179680611,3.6751101688502468
2020-09-17,15.4,13.8,72.2,5.0,7.4,1012.1654608291159,2.6040819536560993
2020-09-18,15.2,13.2,71.6,6.8,5.0,1009.9196753445088,3.527269135642934
2020-09-19,14.6,14.6,76.8,4.2,7.8,1012.7708502214385,2.5516457002798085
2020-09-20,12.2,11.0,78.2,4.4,7.6,1011.9688055548789,1.7758773902757912
2020-09-21,15.8,14.4,71.6,5.4,11.0,1010.7608523583219,2.1454039959242848
2020-09-22,16.6,11.8,72.0,5.0,10.6,1013.8379012179457,2.971132850437559
2020-09-23,15.0,14.8,74.2,6.2,4.0,1012.9559815482665,3.3313489406684793
2020-09-24,16.2,12.6,77.4,6.8,9.4,1012.6808964582573,3.410992621065282
2020-09-25,17.8,14.0,65.6,5.4,6.6,1012.2437102046284,1.588703958667857
2020-09-26,18.4,10.6,77.4,6.0,10.8,1011.5696034126424,3.501484422969014
2020-09-27,13.8,11.0,77.2,4.0,3.6,1014.4522987271254,3.5028247254615557
2020-09-28,19.0,14.4,71.2,3.8,7.0,1011.2371924916795,2.359521249173259
2020-09-29,19.8,11.4,74.6,5.8,8.4,1014.6357766688832,2.338084012222168
2020-09-30,18.2,13.4,68.2,6.0,9.8,1016.9483541566217,2.934953333161994
2020-10-01,17.6,13.2,79.2,4.8,4.6,1016.2372881941113,1.98553573585943
2020-10-02,13.2,15.0,81.4,6.0,9.0,1013.9422789642418,2.2925457455915823
2020-10-03,17.4,13.4,75.0,4.2,4.8,1016.872326902729,3.354583572045557
2020-10-04,19.6,12.2,74.4,5.2,10.4,1010.3730749418404,2.7490015624487656
2020-10-05,13.0,11.2,73.8,5.8,10.0,1013.312794345733,2.4463867422295147
2020-10-06,15.6,12.8,81.4,4.4,12.0,1012.7463379573231,2.9281774033044976
2020-10-07,17.2,10.8,82.4,3.0,7.2,1014.76585633012,2.437120808282687
2020-10-08,16.8,11.2,78.0,4.2,8.4,1011.235212271529,2.0990305568695184
2020-10-09,19.2,8.2,71.4,5.4,6.4,1011.3227717645111,2.035590185656437
2020-10-10,12.8,16.8,73.4,3.6,9.0,1014.6745695276466,2.318489880211622
2020-10-11,16.6,10.4,73.6,4.6,7.6,1015.6735462855819,2.329754190057449
2020-10-12,17.8,11.2,73.2,4.6,8.2,1010.2296992990043,2.231242947231484
2020-10-13,15.6,12.4,76.0,6.0,11.2,1012.1613936883489,2.056274957974438
2020-10-14,17.4,13.2,79.2,3.8,8.0,1010.2095154712913,3.245935330645582
2020-10-15,15.8,12.6,72.0,5.6,6.8,1009.026486981554,3.2766877751016836
2020-10-16,16.6,10.2,73.0,5.6,3.8,1012.4250629124014,2.0856852687899363
2020-10-17,18.8,12.6,80.8,5.4,10.4,1007.5112069439425,1.7803356731247493
2020-10-18,13.8,11.8,69.2,4.0,6.0,1009.5081100214193,2.3210589338153507
2020-10-19,13.0,10.4,68.6,3.8,7.2,1013.3437533105395,2.800013764256227
2020-10-20,15.6,13.0,74.0,4.6,6.2,1013.0096225090363,3.1216747331317043
2020-10-21,16.6,14.4,83.0,5.2,6.8,1008.8474800085125,1.8429195551679132
2020-10-22,16.4,9.0,83.2,5.6,7.0,1012.4279985230102,1.9575153615373282
2020-10-23,16.8,12.6,71.0,4.8,9.4,1011.3414162075873,2.714361214986997
2020-10-24,16.4,14.2,73.8,6.6,7.4,1013.2885726921668,3.670287152356886
2020-10-25,12.0,10.2,76.4,6.6,6.6,1011.8021767489497,2.5301778258546888
2020-10-26,13.2,12.6,69.8,7.0,3.4,1014.9678625307413,2.829469142689424
2020-10-27,16.8,12.0,76.6,6.0,8.4,1013.318971333178,3.4570594319667336
2020-10-28,19.0,10.4,71.8,5.0,8.2,1018.5678712452636,2.9021666250942784
2020-10-29,16.6,10.2,80.8,4.4,8.4,1015.0690069342625,2.771120707977622
2020-10-30,15.4,10.8,76.6,5.4,11.2,1017.7333600554086,2.6901519496423134
2020-10-31,15.4,13.8,68.2,3.4,5.8,1011.5814972128744,3.7676076530699527
2020-11-01,14.6,13.2,71.8,4.2,10.0,1005.7958323889292,2.051836739726796
2020-11-02,19.2,14.6,71.6,5.2,4.8,1007.4066548819094,2.572461822718668
2020-11-03,16.8,15.0,72.8,4.0,3.2,1014.0888433906226,3.9585394680627446
2020-11-04,18.0,11.2,73.6,4.6,4.6,1010.5524995498405,1.9825677842895544
2020-11-05,16.8,13.2,70.2,5.4,8.4,1009.7298205795225,2.3876852973585243
2020-11-06,16.0,12.4,73.4,7.8,7.6,1011.9043274684454,4.118747590391683
2020-11-07,14.2,14.0,77.0,3.8,5.6,1005.454543004397,2.2500392361676433
